driver_id,experience_years,rating,distance,price,urgency,assigned
1,10,4.8,1254,3796.62,1,0
2,7,4.5,1254,3796.62,1,0
3,5,4.2,1254,3796.62,1,0
4,12,4.9,1254,3796.62,1,0
5,8,4.6,1254,3796.62,1,0
1,10,4.8,2035,5731.68,1,0
2,7,4.5,2035,5731.68,1,0
3,5,4.2,2035,5731.68,1,0
4,12,4.9,2035,5731.68,1,0
5,8,4.6,2035,5731.68,1,0
1,10,4.8,1291,3659.92,3,1
2,7,4.5,1291,3659.92,3,0
3,5,4.2,1291,3659.92,3,0
4,12,4.9,1291,3659.92,3,1
5,8,4.6,1291,3659.92,3,0
1,10,4.8,2356,4610.47,2,1
2,7,4.5,2356,4610.47,2,0
3,5,4.2,2356,4610.47,2,0
4,12,4.9,2356,4610.47,2,0
5,8,4.6,2356,4610.47,2,0
1,10,4.8,1977,4723.59,1,0
2,7,4.5,1977,4723.59,1,0
3,5,4.2,1977,4723.59,1,0
4,12,4.9,1977,4723.59,1,0
5,8,4.6,1977,4723.59,1,0
1,10,4.8,2474,3959.54,1,0
2,7,4.5,2474,3959.54,1,0
3,5,4.2,2474,3959.54,1,0
4,12,4.9,2474,3959.54,1,0
5,8,4.6,2474,3959.54,1,0
1,10,4.8,2218,6771.54,1,0
2,7,4.5,2218,6771.54,1,0
3,5,4.2,2218,6771.54,1,0
4,12,4.9,2218,6771.54,1,0
5,8,4.6,2218,6771.54,1,0
1,10,4.8,743,2457.43,3,1
2,7,4.5,743,2457.43,3,0
3,5,4.2,743,2457.43,3,0
4,12,4.9,743,2457.43,3,1
5,8,4.6,743,2457.43,3,0
1,10,4.8,1279,2651.18,3,1
2,7,4.5,1279,2651.18,3,0
3,5,4.2,1279,2651.18,3,0
4,12,4.9,1279,2651.18,3,1
5,8,4.6,1279,2651.18,3,0
1,10,4.8,1358,4187.7,1,1
2,7,4.5,1358,4187.7,1,0
3,5,4.2,1358,4187.7,1,0
4,12,4.9,1358,4187.7,1,0
5,8,4.6,1358,4187.7,1,0
1,10,4.8,362,724.82,3,1
2,7,4.5,362,724.82,3,0
3,5,4.2,362,724.82,3,0
4,12,4.9,362,724.82,3,1
5,8,4.6,362,724.82,3,0
1,10,4.8,2321,7754.71,3,1
2,7,4.5,2321,7754.71,3,0
3,5,4.2,2321,7754.71,3,0
4,12,4.9,2321,7754.71,3,1
5,8,4.6,2321,7754.71,3,0
1,10,4.8,693,2400.25,2,1
2,7,4.5,693,2400.25,2,0
3,5,4.2,693,2400.25,2,0
4,12,4.9,693,2400.25,2,0
5,8,4.6,693,2400.25,2,0
1,10,4.8,140,470.18,1,0
2,7,4.5,140,470.18,1,0
3,5,4.2,140,470.18,1,0
4,12,4.9,140,470.18,1,0
5,8,4.6,140,470.18,1,0
1,10,4.8,1102,2687.34,3,1
2,7,4.5,1102,2687.34,3,0
3,5,4.2,1102,2687.34,3,0
4,12,4.9,1102,2687.34,3,1
5,8,4.6,1102,2687.34,3,0
1,10,4.8,2027,3461.75,1,0
2,7,4.5,2027,3461.75,1,0
3,5,4.2,2027,3461.75,1,0
4,12,4.9,2027,3461.75,1,0
5,8,4.6,2027,3461.75,1,1
1,10,4.8,503,943.97,3,1
2,7,4.5,503,943.97,3,0
3,5,4.2,503,943.97,3,0
4,12,4.9,503,943.97,3,1
5,8,4.6,503,943.97,3,0
1,10,4.8,424,1301.15,2,0
2,7,4.5,424,1301.15,2,0
3,5,4.2,424,1301.15,2,0
4,12,4.9,424,1301.15,2,0
5,8,4.6,424,1301.15,2,0
1,10,4.8,2078,6733.53,3,1
2,7,4.5,2078,6733.53,3,0
3,5,4.2,2078,6733.53,3,0
4,12,4.9,2078,6733.53,3,1
5,8,4.6,2078,6733.53,3,0
1,10,4.8,1507,3787.56,2,0
2,7,4.5,1507,3787.56,2,0
3,5,4.2,1507,3787.56,2,0
4,12,4.9,1507,3787.56,2,0
5,8,4.6,1507,3787.56,2,1
1,10,4.8,487,1519.87,3,1
2,7,4.5,487,1519.87,3,0
3,5,4.2,487,1519.87,3,0
4,12,4.9,487,1519.87,3,1
5,8,4.6,487,1519.87,3,1
1,10,4.8,1160,3891.53,1,0
2,7,4.5,1160,3891.53,1,0
3,5,4.2,1160,3891.53,1,0
4,12,4.9,1160,3891.53,1,0
5,8,4.6,1160,3891.53,1,0
1,10,4.8,1902,5332.12,2,0
2,7,4.5,1902,5332.12,2,0
3,5,4.2,1902,5332.12,2,0
4,12,4.9,1902,5332.12,2,0
5,8,4.6,1902,5332.12,2,0
1,10,4.8,677,1285.03,1,0
2,7,4.5,677,1285.03,1,0
3,5,4.2,677,1285.03,1,0
4,12,4.9,677,1285.03,1,0
5,8,4.6,677,1285.03,1,1
1,10,4.8,1959,3175.69,1,0
2,7,4.5,1959,3175.69,1,0
3,5,4.2,1959,3175.69,1,0
4,12,4.9,1959,3175.69,1,0
5,8,4.6,1959,3175.69,1,0
1,10,4.8,544,1731.39,2,0
2,7,4.5,544,1731.39,2,0
3,5,4.2,544,1731.39,2,0
4,12,4.9,544,1731.39,2,0
5,8,4.6,544,1731.39,2,0
1,10,4.8,2425,8040.62,1,0
2,7,4.5,2425,8040.62,1,0
3,5,4.2,2425,8040.62,1,0
4,12,4.9,2425,8040.62,1,0
5,8,4.6,2425,8040.62,1,1
1,10,4.8,1172,2410.31,2,0
2,7,4.5,1172,2410.31,2,0
3,5,4.2,1172,2410.31,2,0
4,12,4.9,1172,2410.31,2,1
5,8,4.6,1172,2410.31,2,0
1,10,4.8,1880,4484.63,3,1
2,7,4.5,1880,4484.63,3,0
3,5,4.2,1880,4484.63,3,0
4,12,4.9,1880,4484.63,3,1
5,8,4.6,1880,4484.63,3,0
1,10,4.8,1778,3242.57,2,0
2,7,4.5,1778,3242.57,2,0
3,5,4.2,1778,3242.57,2,0
4,12,4.9,1778,3242.57,2,0
5,8,4.6,1778,3242.57,2,0
1,10,4.8,966,2522.89,1,0
2,7,4.5,966,2522.89,1,0
3,5,4.2,966,2522.89,1,0
4,12,4.9,966,2522.89,1,1
5,8,4.6,966,2522.89,1,0
1,10,4.8,1373,4476.94,3,1
2,7,4.5,1373,4476.94,3,0
3,5,4.2,1373,4476.94,3,0
4,12,4.9,1373,4476.94,3,1
5,8,4.6,1373,4476.94,3,0
1,10,4.8,1839,6118.87,2,1
2,7,4.5,1839,6118.87,2,0
3,5,4.2,1839,6118.87,2,0
4,12,4.9,1839,6118.87,2,0
5,8,4.6,1839,6118.87,2,0
1,10,4.8,1515,3108.75,2,0
2,7,4.5,1515,3108.75,2,0
3,5,4.2,1515,3108.75,2,0
4,12,4.9,1515,3108.75,2,0
5,8,4.6,1515,3108.75,2,1
1,10,4.8,157,304.44,2,0
2,7,4.5,157,304.44,2,0
3,5,4.2,157,304.44,2,0
4,12,4.9,157,304.44,2,0
5,8,4.6,157,304.44,2,1
1,10,4.8,1615,2795.33,2,1
2,7,4.5,1615,2795.33,2,0
3,5,4.2,1615,2795.33,2,0
4,12,4.9,1615,2795.33,2,0
5,8,4.6,1615,2795.33,2,0
1,10,4.8,2090,3546.01,1,0
2,7,4.5,2090,3546.01,1,0
3,5,4.2,2090,3546.01,1,0
4,12,4.9,2090,3546.01,1,0
5,8,4.6,2090,3546.01,1,0
1,10,4.8,2131,5958.27,3,1
2,7,4.5,2131,5958.27,3,0
3,5,4.2,2131,5958.27,3,0
4,12,4.9,2131,5958.27,3,1
5,8,4.6,2131,5958.27,3,0
1,10,4.8,1492,3805.93,2,0
2,7,4.5,1492,3805.93,2,0
3,5,4.2,1492,3805.93,2,0
4,12,4.9,1492,3805.93,2,1
5,8,4.6,1492,3805.93,2,0
1,10,4.8,475,1591.82,2,0
2,7,4.5,475,1591.82,2,0
3,5,4.2,475,1591.82,2,0
4,12,4.9,475,1591.82,2,0
5,8,4.6,475,1591.82,2,1
1,10,4.8,804,1328.7,1,0
2,7,4.5,804,1328.7,1,0
3,5,4.2,804,1328.7,1,0
4,12,4.9,804,1328.7,1,1
5,8,4.6,804,1328.7,1,0
1,10,4.8,1183,2203.24,3,1
2,7,4.5,1183,2203.24,3,0
3,5,4.2,1183,2203.24,3,0
4,12,4.9,1183,2203.24,3,1
5,8,4.6,1183,2203.24,3,0
1,10,4.8,1029,2745.04,1,0
2,7,4.5,1029,2745.04,1,0
3,5,4.2,1029,2745.04,1,0
4,12,4.9,1029,2745.04,1,0
5,8,4.6,1029,2745.04,1,0
1,10,4.8,395,1169.47,1,0
2,7,4.5,395,1169.47,1,0
3,5,4.2,395,1169.47,1,0
4,12,4.9,395,1169.47,1,1
5,8,4.6,395,1169.47,1,0
1,10,4.8,430,1062.61,2,0
2,7,4.5,430,1062.61,2,0
3,5,4.2,430,1062.61,2,0
4,12,4.9,430,1062.61,2,1
5,8,4.6,430,1062.61,2,0
1,10,4.8,2042,3467.0,3,1
2,7,4.5,2042,3467.0,3,0
3,5,4.2,2042,3467.0,3,0
4,12,4.9,2042,3467.0,3,1
5,8,4.6,2042,3467.0,3,1
1,10,4.8,1519,4294.99,3,1
2,7,4.5,1519,4294.99,3,0
3,5,4.2,1519,4294.99,3,0
4,12,4.9,1519,4294.99,3,1
5,8,4.6,1519,4294.99,3,0
1,10,4.8,712,1889.59,2,0
2,7,4.5,712,1889.59,2,0
3,5,4.2,712,1889.59,2,0
4,12,4.9,712,1889.59,2,0
5,8,4.6,712,1889.59,2,0
1,10,4.8,1737,5558.89,2,0
2,7,4.5,1737,5558.89,2,0
3,5,4.2,1737,5558.89,2,0
4,12,4.9,1737,5558.89,2,0
5,8,4.6,1737,5558.89,2,0
1,10,4.8,2046,6762.63,3,1
2,7,4.5,2046,6762.63,3,0
3,5,4.2,2046,6762.63,3,0
4,12,4.9,2046,6762.63,3,1
5,8,4.6,2046,6762.63,3,1
1,10,4.8,1581,5239.33,3,1
2,7,4.5,1581,5239.33,3,0
3,5,4.2,1581,5239.33,3,0
4,12,4.9,1581,5239.33,3,1
5,8,4.6,1581,5239.33,3,1
1,10,4.8,1769,3870.27,2,0
2,7,4.5,1769,3870.27,2,0
3,5,4.2,1769,3870.27,2,0
4,12,4.9,1769,3870.27,2,0
5,8,4.6,1769,3870.27,2,0
1,10,4.8,2081,7218.5,3,1
2,7,4.5,2081,7218.5,3,0
3,5,4.2,2081,7218.5,3,0
4,12,4.9,2081,7218.5,3,1
5,8,4.6,2081,7218.5,3,0
1,10,4.8,1910,2890.8,3,1
2,7,4.5,1910,2890.8,3,0
3,5,4.2,1910,2890.8,3,0
4,12,4.9,1910,2890.8,3,1
5,8,4.6,1910,2890.8,3,0
1,10,4.8,1385,3871.23,3,1
2,7,4.5,1385,3871.23,3,0
3,5,4.2,1385,3871.23,3,0
4,12,4.9,1385,3871.23,3,1
5,8,4.6,1385,3871.23,3,0
1,10,4.8,1361,3212.65,1,1
2,7,4.5,1361,3212.65,1,0
3,5,4.2,1361,3212.65,1,0
4,12,4.9,1361,3212.65,1,0
5,8,4.6,1361,3212.65,1,0
1,10,4.8,1753,5232.95,2,0
2,7,4.5,1753,5232.95,2,0
3,5,4.2,1753,5232.95,2,0
4,12,4.9,1753,5232.95,2,1
5,8,4.6,1753,5232.95,2,0
1,10,4.8,1021,2558.95,2,0
2,7,4.5,1021,2558.95,2,0
3,5,4.2,1021,2558.95,2,0
4,12,4.9,1021,2558.95,2,0
5,8,4.6,1021,2558.95,2,1
1,10,4.8,711,1611.36,1,1
2,7,4.5,711,1611.36,1,0
3,5,4.2,711,1611.36,1,0
4,12,4.9,711,1611.36,1,0
5,8,4.6,711,1611.36,1,0
1,10,4.8,2347,8188.63,2,0
2,7,4.5,2347,8188.63,2,0
3,5,4.2,2347,8188.63,2,0
4,12,4.9,2347,8188.63,2,0
5,8,4.6,2347,8188.63,2,1
1,10,4.8,1604,3888.0,2,0
2,7,4.5,1604,3888.0,2,0
3,5,4.2,1604,3888.0,2,0
4,12,4.9,1604,3888.0,2,1
5,8,4.6,1604,3888.0,2,0
1,10,4.8,1248,1932.84,2,0
2,7,4.5,1248,1932.84,2,0
3,5,4.2,1248,1932.84,2,0
4,12,4.9,1248,1932.84,2,1
5,8,4.6,1248,1932.84,2,0
1,10,4.8,776,2651.09,1,0
2,7,4.5,776,2651.09,1,0
3,5,4.2,776,2651.09,1,0
4,12,4.9,776,2651.09,1,0
5,8,4.6,776,2651.09,1,0
1,10,4.8,122,193.25,1,0
2,7,4.5,122,193.25,1,0
3,5,4.2,122,193.25,1,0
4,12,4.9,122,193.25,1,1
5,8,4.6,122,193.25,1,0
1,10,4.8,2288,4604.67,2,0
2,7,4.5,2288,4604.67,2,0
3,5,4.2,2288,4604.67,2,0
4,12,4.9,2288,4604.67,2,1
5,8,4.6,2288,4604.67,2,0
1,10,4.8,1844,5302.45,2,0
2,7,4.5,1844,5302.45,2,0
3,5,4.2,1844,5302.45,2,0
4,12,4.9,1844,5302.45,2,1
5,8,4.6,1844,5302.45,2,0
1,10,4.8,1117,3688.19,1,0
2,7,4.5,1117,3688.19,1,0
3,5,4.2,1117,3688.19,1,0
4,12,4.9,1117,3688.19,1,0
5,8,4.6,1117,3688.19,1,1
1,10,4.8,1112,2148.64,1,0
2,7,4.5,1112,2148.64,1,0
3,5,4.2,1112,2148.64,1,0
4,12,4.9,1112,2148.64,1,0
5,8,4.6,1112,2148.64,1,0
1,10,4.8,2321,7981.93,3,1
2,7,4.5,2321,7981.93,3,0
3,5,4.2,2321,7981.93,3,0
4,12,4.9,2321,7981.93,3,1
5,8,4.6,2321,7981.93,3,0
1,10,4.8,1633,2835.93,3,1
2,7,4.5,1633,2835.93,3,0
3,5,4.2,1633,2835.93,3,0
4,12,4.9,1633,2835.93,3,1
5,8,4.6,1633,2835.93,3,0
1,10,4.8,703,1352.5,3,1
2,7,4.5,703,1352.5,3,0
3,5,4.2,703,1352.5,3,0
4,12,4.9,703,1352.5,3,1
5,8,4.6,703,1352.5,3,0
1,10,4.8,779,2487.92,2,1
2,7,4.5,779,2487.92,2,0
3,5,4.2,779,2487.92,2,0
4,12,4.9,779,2487.92,2,0
5,8,4.6,779,2487.92,2,0
1,10,4.8,2137,4412.41,3,1
2,7,4.5,2137,4412.41,3,0
3,5,4.2,2137,4412.41,3,0
4,12,4.9,2137,4412.41,3,1
5,8,4.6,2137,4412.41,3,0
1,10,4.8,736,2075.31,2,0
2,7,4.5,736,2075.31,2,0
3,5,4.2,736,2075.31,2,0
4,12,4.9,736,2075.31,2,0
5,8,4.6,736,2075.31,2,0
1,10,4.8,1601,2964.32,1,0
2,7,4.5,1601,2964.32,1,0
3,5,4.2,1601,2964.32,1,0
4,12,4.9,1601,2964.32,1,1
5,8,4.6,1601,2964.32,1,0
1,10,4.8,1673,3070.3,3,1
2,7,4.5,1673,3070.3,3,0
3,5,4.2,1673,3070.3,3,0
4,12,4.9,1673,3070.3,3,1
5,8,4.6,1673,3070.3,3,0
1,10,4.8,1788,3245.54,3,1
2,7,4.5,1788,3245.54,3,0
3,5,4.2,1788,3245.54,3,0
4,12,4.9,1788,3245.54,3,1
5,8,4.6,1788,3245.54,3,0
1,10,4.8,376,778.51,1,0
2,7,4.5,376,778.51,1,0
3,5,4.2,376,778.51,1,0
4,12,4.9,376,778.51,1,0
5,8,4.6,376,778.51,1,0
1,10,4.8,967,1958.03,1,0
2,7,4.5,967,1958.03,1,0
3,5,4.2,967,1958.03,1,0
4,12,4.9,967,1958.03,1,0
5,8,4.6,967,1958.03,1,1
1,10,4.8,1394,2664.84,2,0
2,7,4.5,1394,2664.84,2,0
3,5,4.2,1394,2664.84,2,0
4,12,4.9,1394,2664.84,2,1
5,8,4.6,1394,2664.84,2,0
1,10,4.8,2270,7873.95,2,0
2,7,4.5,2270,7873.95,2,0
3,5,4.2,2270,7873.95,2,0
4,12,4.9,2270,7873.95,2,0
5,8,4.6,2270,7873.95,2,0
1,10,4.8,436,1140.46,3,1
2,7,4.5,436,1140.46,3,0
3,5,4.2,436,1140.46,3,0
4,12,4.9,436,1140.46,3,1
5,8,4.6,436,1140.46,3,0
1,10,4.8,937,1537.33,2,0
2,7,4.5,937,1537.33,2,0
3,5,4.2,937,1537.33,2,0
4,12,4.9,937,1537.33,2,1
5,8,4.6,937,1537.33,2,0
1,10,4.8,479,1653.29,1,0
2,7,4.5,479,1653.29,1,0
3,5,4.2,479,1653.29,1,0
4,12,4.9,479,1653.29,1,0
5,8,4.6,479,1653.29,1,0
1,10,4.8,1147,2427.73,3,1
2,7,4.5,1147,2427.73,3,0
3,5,4.2,1147,2427.73,3,0
4,12,4.9,1147,2427.73,3,1
5,8,4.6,1147,2427.73,3,0
1,10,4.8,1071,2516.87,3,1
2,7,4.5,1071,2516.87,3,0
3,5,4.2,1071,2516.87,3,0
4,12,4.9,1071,2516.87,3,1
5,8,4.6,1071,2516.87,3,0
1,10,4.8,2264,4649.3,3,1
2,7,4.5,2264,4649.3,3,0
3,5,4.2,2264,4649.3,3,0
4,12,4.9,2264,4649.3,3,1
5,8,4.6,2264,4649.3,3,1
1,10,4.8,1281,4346.05,3,1
2,7,4.5,1281,4346.05,3,0
3,5,4.2,1281,4346.05,3,0
4,12,4.9,1281,4346.05,3,1
5,8,4.6,1281,4346.05,3,0
1,10,4.8,1145,3012.92,3,1
2,7,4.5,1145,3012.92,3,0
3,5,4.2,1145,3012.92,3,0
4,12,4.9,1145,3012.92,3,1
5,8,4.6,1145,3012.92,3,0
1,10,4.8,600,1702.81,1,0
2,7,4.5,600,1702.81,1,0
3,5,4.2,600,1702.81,1,0
4,12,4.9,600,1702.81,1,1
5,8,4.6,600,1702.81,1,0
1,10,4.8,1982,3111.67,2,0
2,7,4.5,1982,3111.67,2,0
3,5,4.2,1982,3111.67,2,0
4,12,4.9,1982,3111.67,2,1
5,8,4.6,1982,3111.67,2,0
1,10,4.8,1932,4900.4,2,0
2,7,4.5,1932,4900.4,2,0
3,5,4.2,1932,4900.4,2,0
4,12,4.9,1932,4900.4,2,1
5,8,4.6,1932,4900.4,2,0
1,10,4.8,2356,6151.36,3,1
2,7,4.5,2356,6151.36,3,0
3,5,4.2,2356,6151.36,3,0
4,12,4.9,2356,6151.36,3,1
5,8,4.6,2356,6151.36,3,0
1,10,4.8,806,1828.14,1,1
2,7,4.5,806,1828.14,1,0
3,5,4.2,806,1828.14,1,0
4,12,4.9,806,1828.14,1,0
5,8,4.6,806,1828.14,1,0
1,10,4.8,1392,3492.36,2,0
2,7,4.5,1392,3492.36,2,0
3,5,4.2,1392,3492.36,2,0
4,12,4.9,1392,3492.36,2,0
5,8,4.6,1392,3492.36,2,1
1,10,4.8,958,2002.79,3,1
2,7,4.5,958,2002.79,3,0
3,5,4.2,958,2002.79,3,0
4,12,4.9,958,2002.79,3,1
5,8,4.6,958,2002.79,3,0
1,10,4.8,459,884.64,2,0
2,7,4.5,459,884.64,2,0
3,5,4.2,459,884.64,2,0
4,12,4.9,459,884.64,2,0
5,8,4.6,459,884.64,2,0
1,10,4.8,2438,7155.69,3,1
2,7,4.5,2438,7155.69,3,0
3,5,4.2,2438,7155.69,3,0
4,12,4.9,2438,7155.69,3,1
5,8,4.6,2438,7155.69,3,0
1,10,4.8,1739,5342.86,3,1
2,7,4.5,1739,5342.86,3,0
3,5,4.2,1739,5342.86,3,0
4,12,4.9,1739,5342.86,3,1
5,8,4.6,1739,5342.86,3,0
1,10,4.8,1898,3580.36,1,1
2,7,4.5,1898,3580.36,1,0
3,5,4.2,1898,3580.36,1,0
4,12,4.9,1898,3580.36,1,0
5,8,4.6,1898,3580.36,1,0
1,10,4.8,882,1834.91,3,1
2,7,4.5,882,1834.91,3,0
3,5,4.2,882,1834.91,3,0
4,12,4.9,882,1834.91,3,1
5,8,4.6,882,1834.91,3,0
1,10,4.8,1048,2910.41,1,1
2,7,4.5,1048,2910.41,1,0
3,5,4.2,1048,2910.41,1,0
4,12,4.9,1048,2910.41,1,0
5,8,4.6,1048,2910.41,1,0
1,10,4.8,849,1938.03,3,1
2,7,4.5,849,1938.03,3,0
3,5,4.2,849,1938.03,3,0
4,12,4.9,849,1938.03,3,1
5,8,4.6,849,1938.03,3,0
1,10,4.8,1133,2943.58,2,0
2,7,4.5,1133,2943.58,2,0
3,5,4.2,1133,2943.58,2,0
4,12,4.9,1133,2943.58,2,1
5,8,4.6,1133,2943.58,2,0
1,10,4.8,1630,3028.06,2,0
2,7,4.5,1630,3028.06,2,0
3,5,4.2,1630,3028.06,2,0
4,12,4.9,1630,3028.06,2,0
5,8,4.6,1630,3028.06,2,0
1,10,4.8,311,808.29,1,0
2,7,4.5,311,808.29,1,0
3,5,4.2,311,808.29,1,0
4,12,4.9,311,808.29,1,0
5,8,4.6,311,808.29,1,0
1,10,4.8,1851,5735.9,1,0
2,7,4.5,1851,5735.9,1,0
3,5,4.2,1851,5735.9,1,0
4,12,4.9,1851,5735.9,1,0
5,8,4.6,1851,5735.9,1,0
1,10,4.8,699,1277.17,2,0
2,7,4.5,699,1277.17,2,0
3,5,4.2,699,1277.17,2,0
4,12,4.9,699,1277.17,2,0
5,8,4.6,699,1277.17,2,0
1,10,4.8,1237,3656.34,2,0
2,7,4.5,1237,3656.34,2,0
3,5,4.2,1237,3656.34,2,0
4,12,4.9,1237,3656.34,2,0
5,8,4.6,1237,3656.34,2,0
1,10,4.8,877,1716.22,2,0
2,7,4.5,877,1716.22,2,0
3,5,4.2,877,1716.22,2,0
4,12,4.9,877,1716.22,2,1
5,8,4.6,877,1716.22,2,0
1,10,4.8,1142,2471.36,3,1
2,7,4.5,1142,2471.36,3,0
3,5,4.2,1142,2471.36,3,0
4,12,4.9,1142,2471.36,3,1
5,8,4.6,1142,2471.36,3,0
1,10,4.8,413,1136.64,2,1
2,7,4.5,413,1136.64,2,0
3,5,4.2,413,1136.64,2,0
4,12,4.9,413,1136.64,2,0
5,8,4.6,413,1136.64,2,0
1,10,4.8,1078,3213.67,2,1
2,7,4.5,1078,3213.67,2,0
3,5,4.2,1078,3213.67,2,0
4,12,4.9,1078,3213.67,2,0
5,8,4.6,1078,3213.67,2,0
1,10,4.8,354,1130.52,2,0
2,7,4.5,354,1130.52,2,0
3,5,4.2,354,1130.52,2,0
4,12,4.9,354,1130.52,2,0
5,8,4.6,354,1130.52,2,0
1,10,4.8,1709,2944.89,2,0
2,7,4.5,1709,2944.89,2,0
3,5,4.2,1709,2944.89,2,0
4,12,4.9,1709,2944.89,2,0
5,8,4.6,1709,2944.89,2,0
1,10,4.8,320,816.15,1,0
2,7,4.5,320,816.15,1,0
3,5,4.2,320,816.15,1,0
4,12,4.9,320,816.15,1,0
5,8,4.6,320,816.15,1,0
1,10,4.8,2375,4153.09,3,1
2,7,4.5,2375,4153.09,3,0
3,5,4.2,2375,4153.09,3,0
4,12,4.9,2375,4153.09,3,1
5,8,4.6,2375,4153.09,3,0
1,10,4.8,1075,1754.71,2,0
2,7,4.5,1075,1754.71,2,0
3,5,4.2,1075,1754.71,2,0
4,12,4.9,1075,1754.71,2,0
5,8,4.6,1075,1754.71,2,0
1,10,4.8,236,479.46,2,0
2,7,4.5,236,479.46,2,0
3,5,4.2,236,479.46,2,0
4,12,4.9,236,479.46,2,0
5,8,4.6,236,479.46,2,0
1,10,4.8,2379,5264.74,3,1
2,7,4.5,2379,5264.74,3,0
3,5,4.2,2379,5264.74,3,0
4,12,4.9,2379,5264.74,3,1
5,8,4.6,2379,5264.74,3,0
1,10,4.8,2067,5849.55,3,1
2,7,4.5,2067,5849.55,3,0
3,5,4.2,2067,5849.55,3,0
4,12,4.9,2067,5849.55,3,1
5,8,4.6,2067,5849.55,3,1
1,10,4.8,1246,3351.17,1,0
2,7,4.5,1246,3351.17,1,0
3,5,4.2,1246,3351.17,1,0
4,12,4.9,1246,3351.17,1,0
5,8,4.6,1246,3351.17,1,0
1,10,4.8,259,472.04,3,1
2,7,4.5,259,472.04,3,0
3,5,4.2,259,472.04,3,0
4,12,4.9,259,472.04,3,1
5,8,4.6,259,472.04,3,0
1,10,4.8,1361,3312.83,3,1
2,7,4.5,1361,3312.83,3,0
3,5,4.2,1361,3312.83,3,0
4,12,4.9,1361,3312.83,3,1
5,8,4.6,1361,3312.83,3,0
1,10,4.8,1622,2827.83,3,1
2,7,4.5,1622,2827.83,3,0
3,5,4.2,1622,2827.83,3,0
4,12,4.9,1622,2827.83,3,1
5,8,4.6,1622,2827.83,3,0
1,10,4.8,1615,4609.12,3,1
2,7,4.5,1615,4609.12,3,0
3,5,4.2,1615,4609.12,3,0
4,12,4.9,1615,4609.12,3,1
5,8,4.6,1615,4609.12,3,0
1,10,4.8,1831,4325.91,3,1
2,7,4.5,1831,4325.91,3,0
3,5,4.2,1831,4325.91,3,0
4,12,4.9,1831,4325.91,3,1
5,8,4.6,1831,4325.91,3,0
1,10,4.8,1269,3556.57,2,1
2,7,4.5,1269,3556.57,2,0
3,5,4.2,1269,3556.57,2,0
4,12,4.9,1269,3556.57,2,0
5,8,4.6,1269,3556.57,2,0
1,10,4.8,978,1932.35,1,0
2,7,4.5,978,1932.35,1,0
3,5,4.2,978,1932.35,1,0
4,12,4.9,978,1932.35,1,0
5,8,4.6,978,1932.35,1,0
1,10,4.8,787,1698.96,1,0
2,7,4.5,787,1698.96,1,0
3,5,4.2,787,1698.96,1,0
4,12,4.9,787,1698.96,1,1
5,8,4.6,787,1698.96,1,0
1,10,4.8,1782,3807.31,3,1
2,7,4.5,1782,3807.31,3,0
3,5,4.2,1782,3807.31,3,0
4,12,4.9,1782,3807.31,3,1
5,8,4.6,1782,3807.31,3,0
1,10,4.8,921,3015.3,3,1
2,7,4.5,921,3015.3,3,0
3,5,4.2,921,3015.3,3,0
4,12,4.9,921,3015.3,3,1
5,8,4.6,921,3015.3,3,1
1,10,4.8,1035,1824.38,3,1
2,7,4.5,1035,1824.38,3,0
3,5,4.2,1035,1824.38,3,0
4,12,4.9,1035,1824.38,3,1
5,8,4.6,1035,1824.38,3,0
1,10,4.8,2160,4423.63,1,0
2,7,4.5,2160,4423.63,1,0
3,5,4.2,2160,4423.63,1,0
4,12,4.9,2160,4423.63,1,0
5,8,4.6,2160,4423.63,1,0
1,10,4.8,2309,5211.14,3,1
2,7,4.5,2309,5211.14,3,0
3,5,4.2,2309,5211.14,3,0
4,12,4.9,2309,5211.14,3,1
5,8,4.6,2309,5211.14,3,1
1,10,4.8,1628,3896.32,3,1
2,7,4.5,1628,3896.32,3,0
3,5,4.2,1628,3896.32,3,0
4,12,4.9,1628,3896.32,3,1
5,8,4.6,1628,3896.32,3,0
1,10,4.8,1177,2720.67,2,1
2,7,4.5,1177,2720.67,2,0
3,5,4.2,1177,2720.67,2,0
4,12,4.9,1177,2720.67,2,0
5,8,4.6,1177,2720.67,2,0
1,10,4.8,187,317.97,3,1
2,7,4.5,187,317.97,3,0
3,5,4.2,187,317.97,3,0
4,12,4.9,187,317.97,3,1
5,8,4.6,187,317.97,3,0
1,10,4.8,707,1961.9,3,1
2,7,4.5,707,1961.9,3,0
3,5,4.2,707,1961.9,3,0
4,12,4.9,707,1961.9,3,1
5,8,4.6,707,1961.9,3,0
1,10,4.8,2201,6479.01,2,1
2,7,4.5,2201,6479.01,2,0
3,5,4.2,2201,6479.01,2,0
4,12,4.9,2201,6479.01,2,0
5,8,4.6,2201,6479.01,2,0
1,10,4.8,1258,2603.33,3,1
2,7,4.5,1258,2603.33,3,0
3,5,4.2,1258,2603.33,3,0
4,12,4.9,1258,2603.33,3,1
5,8,4.6,1258,2603.33,3,0
1,10,4.8,2203,4951.19,2,0
2,7,4.5,2203,4951.19,2,0
3,5,4.2,2203,4951.19,2,0
4,12,4.9,2203,4951.19,2,0
5,8,4.6,2203,4951.19,2,0
1,10,4.8,232,542.88,3,1
2,7,4.5,232,542.88,3,0
3,5,4.2,232,542.88,3,0
